url,title,published,author,categories,audio_links
https://scivolemo.wordpress.com/2023/03/12/la-fauno-de-aotearoo/,La Faŭno de Aotearoo,2023-03-12T16:01:51+00:00,Frank van Hertrooij,"Bestoj,La Tero",
https://scivolemo.wordpress.com/2023/11/25/la-vivanta-gravedectesto/,La vivanta gravedectesto,2023-11-25T01:39:10+00:00,Frank van Hertrooij,"Bestoj,Sciencistoj",
