url,title,published,author,categories,audio_links
https://pola-retradio.org/2025/01/kion-timas-poloj-sojle-de-2025/,Kion timas poloj sojle de 2025,2025-01-05T15:28:56+01:00,,Novaĵoj,"https://pola-retradio.org/wp-content/uploads/2025/01/w_msz_Timoj-de-poloj-sojle-de-2025_0107.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/w_msz_Timoj-de-poloj-sojle-de-2025_0107.mp3?_=7"
https://pola-retradio.org/2025/01/sojle-de-la-2025-a-jaro/,Sojle de la 2025-a jaro,2025-01-05T15:40:58+01:00,,Novaĵoj,"https://pola-retradio.org/wp-content/uploads/2025/01/w_msz_kg_Sojle-de-la-de-2025_0232.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/w_msz_kg_Sojle-de-la-de-2025_0232.mp3?_=8"
https://pola-retradio.org/2025/01/papo-francisko-por-monda-tago-de-paco/,Papo Francisko por Monda Tago de Paco,2025-01-05T15:47:19+01:00,,Novaĵoj,"https://pola-retradio.org/wp-content/uploads/2025/01/w_kg_Papo-Francisko-por-la-Monda-Tago-de-Paco_055.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/w_kg_Papo-Francisko-por-la-Monda-Tago-de-Paco_055.mp3?_=9"
https://pola-retradio.org/2025/01/internacia-jaro-de-la-kvantuma-scienco-kaj-teknologio/,Internacia Jaro de la Kvantuma Scienco kaj Teknologio,2025-01-05T15:50:42+01:00,,Sciencaj informoj,"https://pola-retradio.org/wp-content/uploads/2025/01/sc_bp_2025_Internacia-Jaro-de-Kvantuma-Scienco-kaj-Teknologio_0140.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/sc_bp_2025_Internacia-Jaro-de-Kvantuma-Scienco-kaj-Teknologio_0140.mp3?_=10"
https://pola-retradio.org/2025/01/tomasz-miller-laureato-de-la-konkurso-populariganto-de-la-scienco/,"Tomasz Miller, laŭreato de la konkurso Populariganto de la Scienco",2025-01-05T15:54:08+01:00,,Sciencaj informoj,"https://pola-retradio.org/wp-content/uploads/2025/01/sc_bp_Premio-por-Tomasz-Miller_0131.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/sc_bp_Premio-por-Tomasz-Miller_0131.mp3?_=11"
https://pola-retradio.org/2025/01/boguslaw-esu-peranto-ubik-perski-intervjuas-sian-ai-asistantinon-aida/,"Boguslaw (Esu Peranto) Ubik-Perski intervjuas  sian AI-asistantinon, Aida",2025-01-05T15:57:35+01:00,,Antaŭ la mikrofono,"https://pola-retradio.org/wp-content/uploads/2025/01/esu-peranto-kun-AIDA_0721.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/esu-peranto-kun-AIDA_0721.mp3?_=12"
https://pola-retradio.org/2025/01/e_elsendo-el-la-05-01-2025/,E_elsendo el la 05.01.2025,2025-01-05T23:05:06+01:00,,Elsendoj,https://pola-retradio.org/wp-content/uploads/2025/01/RetRadio_05.01.2025_ndz_M_1370.mp3
https://pola-retradio.org/2025/01/surrokaj-desegnajoj-en-neolitikaj-minejoj-en-krzemionki/,Surrokaj desegnaĵoj en neolitikaj minejoj en Krzemionki,2025-01-10T18:04:10+01:00,,Novaĵoj,"https://pola-retradio.org/wp-content/uploads/2025/01/kk_tm_Neolitikaj-desegnajoj-en-Krzemionki_0146.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/kk_tm_Neolitikaj-desegnajoj-en-Krzemionki_0146.mp3?_=13"
https://pola-retradio.org/2025/01/regaj-insignoj-de-polaj-regoj-retrovitaj-en-vilno/,Reĝaj insignoj de polaj reĝoj retrovitaj en Vilno,2025-01-10T18:06:48+01:00,,Kulturkroniko,"https://pola-retradio.org/wp-content/uploads/2025/01/kk_mj_La-sepultaj-kronooj-de-polaj-regoj-en-Vilno_0145.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/kk_mj_La-sepultaj-kronooj-de-polaj-regoj-en-Vilno_0145.mp3?_=14"
https://pola-retradio.org/2025/01/e_elsendo-el-la-10-01-2025/,E_elsendo el la 10.01.2025,2025-01-10T18:08:23+01:00,,Elsendoj,https://pola-retradio.org/wp-content/uploads/2025/01/RetRadio_10.01.2025_pt_V_1371.mp3
https://pola-retradio.org/2025/01/1025-la-naskigo-de-la-regolando/,1025. La naskiĝo de la Reĝolando,2025-01-10T18:13:15+01:00,,Kulturkroniko,"https://pola-retradio.org/wp-content/uploads/2025/01/kk_mj_La-naskigo-de-la-Pola-Regolando_0128.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/kk_mj_La-naskigo-de-la-Pola-Regolando_0128.mp3?_=15"
https://pola-retradio.org/2025/01/la-unua-rego-de-pollando-boleslaw-chrobry/,"La unua reĝo de Pollando, Bolesław Chrobry",2025-01-10T18:16:32+01:00,,Felietonoj,"https://pola-retradio.org/wp-content/uploads/2025/01/fel_koninda-polo_La-unua-rego-de-Pollando-Boleslao-la-Brava_0617.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/fel_koninda-polo_La-unua-rego-de-Pollando-Boleslao-la-Brava_0617.mp3?_=16"
https://pola-retradio.org/2025/01/e_elsendo-el-la-15-01-2025/,E_elsendo el la 15.01.2025,2025-01-15T09:12:23+01:00,,Elsendoj,https://pola-retradio.org/wp-content/uploads/2025/01/RetRadio_15.01.2025_sr_M_1372.mp3
https://pola-retradio.org/2025/01/la-pola-lingvo-parolata/,La pola lingvo parolata,2025-01-15T15:41:00+01:00,,Novaĵoj,"https://pola-retradio.org/wp-content/uploads/2025/01/w_msz_Populareco-de-la-pola-lingvo_0226.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/w_msz_Populareco-de-la-pola-lingvo_0226.mp3?_=17"
https://pola-retradio.org/2025/01/nova-prezidanto-de-la-partio-de-europaj-konservativuloj-kaj-reformantoj/,Nova prezidanto de la partio de Eŭropaj Konservativuloj kaj Reformantoj,2025-01-15T15:43:47+01:00,,Novaĵoj,"https://pola-retradio.org/wp-content/uploads/2025/01/w_msz_nova-funkcio-de-M.Morawiecki_0224.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/w_msz_nova-funkcio-de-M.Morawiecki_0224.mp3?_=18"
https://pola-retradio.org/2025/01/raporto-de-wef-pri-enlaborigiteco-kaj-ai/,Raporto de WEF pri enlaborigiteco kaj AI,2025-01-15T15:49:07+01:00,,Novaĵoj,"https://pola-retradio.org/wp-content/uploads/2025/01/w_mj_AI-kaj-enlaboigiteco-lau-la-raporto-de._0153.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/w_mj_AI-kaj-enlaboigiteco-lau-la-raporto-de._0153.mp3?_=19"
https://pola-retradio.org/2025/01/prof-ino-katarzyna-wesierska-kun-la-premio-asha-fellow/,Prof-ino Katarzyna Węsierska kun la premio ASHA Fellow,2025-01-15T15:50:51+01:00,,Sciencaj informoj,"https://pola-retradio.org/wp-content/uploads/2025/01/sc_mj_Profesia-distingo-por-pola-logopediistino_0156.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/sc_mj_Profesia-distingo-por-pola-logopediistino_0156.mp3?_=20"
https://pola-retradio.org/2025/01/kun-rico-giacometto-pri-la-temo-de-lia-finlaborajo-pri-interlingvistikaj-studoj/,Kun Rico Giacometto pri la temo de lia finlaboraĵo pri Interlingvistikaj Studoj,2025-01-15T15:54:09+01:00,,Antaŭ la mikrofono,"https://pola-retradio.org/wp-content/uploads/2025/01/bp_kun-Mauriio-Giacometto-pri-lia-laborajo-pri-la-dedistanca-lernado_1128.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/bp_kun-Mauriio-Giacometto-pri-lia-laborajo-pri-la-dedistanca-lernado_1128.mp3?_=21"
https://pola-retradio.org/2025/01/historia-kolornamajo-publike-prezentita-en-la-podlahia-muzeo/,Historia kolornamaĵo publike prezentita en la Podlaĥia Muzeo,2025-01-20T18:08:23+01:00,,Kulturkroniko,"https://pola-retradio.org/wp-content/uploads/2025/01/kk_pk_Historia-vidindajo-de-januaro-en-Bjalistoko_0135.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/kk_pk_Historia-vidindajo-de-januaro-en-Bjalistoko_0135.mp3?_=22"
https://pola-retradio.org/2025/01/multigis-la-vizitoj-en-kalwaria-zebrzydowska/,Multiĝis la vizitoj en Kalwaria Zebrzydowska,2025-01-20T18:10:03+01:00,,Kulturkroniko,"https://pola-retradio.org/wp-content/uploads/2025/01/kk_mj_Vizitoj-en-Kalwaria-Zebrzydowska-en-2024_0201.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/kk_mj_Vizitoj-en-Kalwaria-Zebrzydowska-en-2024_0201.mp3?_=23"
https://pola-retradio.org/2025/01/en-tyniec-abatejo-malkovritaj-historiaj-pentrajoj/,En Tyniec-abatejo malkovritaj historiaj pentraĵoj,2025-01-20T18:12:54+01:00,,Kulturkroniko,"https://pola-retradio.org/wp-content/uploads/2025/01/kk_mj_En-Tyniec-malkovritaj-nekonataj-pentrajoj_055.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/kk_mj_En-Tyniec-malkovritaj-nekonataj-pentrajoj_055.mp3?_=24"
https://pola-retradio.org/2025/01/koninda-pollando_-chelmno/,Koninda Pollando_ Chełmno,2025-01-20T18:16:02+01:00,,Felietonoj,"https://pola-retradio.org/wp-content/uploads/2025/01/fel_mj_Koninda-PL_Chelmo-el-arkivo_0626.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/fel_mj_Koninda-PL_Chelmo-el-arkivo_0626.mp3?_=25"
https://pola-retradio.org/2025/01/e_elsendo-el-la-20-01-2025/,E_elsendo el la 20.01.2025,2025-01-23T17:32:45+01:00,,Elsendoj,https://pola-retradio.org/wp-content/uploads/2025/01/RetRadio_20.01.2025_pn_1373-2.mp3
https://pola-retradio.org/2025/01/e_elsendo-el-la-25-01-2025/,E_elsendo el la 25.01.2025,2025-01-25T12:54:59+01:00,,Elsendoj,https://pola-retradio.org/wp-content/uploads/2025/01/RetRadio_25.01.2025_sob_M_1374.mp3
https://pola-retradio.org/2025/01/distingoj-de-la-usona-kongreso-por-diplomatoj-savintaj-judojn/,Distingoj de la usona Kongreso por diplomatoj savintaj judojn,2025-01-25T17:08:59+01:00,,Novaĵoj,"https://pola-retradio.org/wp-content/uploads/2025/01/w_msz_Oraj-medaloj-de-la-usona-kongreso-por-diplomatoj_0136.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/w_msz_Oraj-medaloj-de-la-usona-kongreso-por-diplomatoj_0136.mp3?_=26"
https://pola-retradio.org/2025/01/pliaj-esploroj-pri-avantagoj-kaj-malavantagoj-de-ai/,Pliaj esploroj pri avantaĝoj kaj malavantaĝoj de AI,2025-01-25T17:11:11+01:00,,Sciencaj informoj,"https://pola-retradio.org/wp-content/uploads/2025/01/sc_tm_Avantagoj-kaj-malavantagoj-de-AI_0241.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/sc_tm_Avantagoj-kaj-malavantagoj-de-AI_0241.mp3?_=27"
https://pola-retradio.org/2025/01/la-31-a-internacia-festivalo-de-kristnaskaj-kantoj/,La 31-a Internacia Festivalo de Kristnaskaj Kantoj,2025-01-25T17:14:18+01:00,,Kulturkroniko,"https://pola-retradio.org/wp-content/uploads/2025/01/kk_mj_Post-la-31-a-Festivalo-de-la-kristnakaj-kaj-pastistaj-kantoj_0127.mp3,https://pola-retradio.org/wp-content/uploads/2025/01/kk_mj_Post-la-31-a-Festivalo-de-la-kristnakaj-kaj-pastistaj-kantoj_0127.mp3?_=28"
